source,target,weight
resignación,bravo,103
bravo,impertable,103
bravo,adaptación,103
sobreponer,bravo,103
bravo,energía,103
bravo,estoicismo,103
vigor,bravo,103
bravo,sufrimiento,103
bravo,superación,103
francés,bodega,103
mineral,correcto,103
invulnerabilidad,bravo,103
flor,verde,103
untuoso,garnacha,103
fruta,ver,103
leve,fresco,103
salino,botella,103
fruta,refrescante,103
bodega,reflejo,103
blanca,tono,103
albariño,reflejo,103
paciencia,bravo,103
tolerancia,bravo,103
recuperar,bravo,103
volúmen,botella,103
brillante,dulce,102
dorado,aromático,102
entrada,fina,102
herbáceo,melocotón,102
dorado,frutal,102
rcp,sedoso,102
flor,barrica,102
godello,nota,102
año,aroma,102
nota,complejo,102
corto,fruta,102
blanca,varietal,102
color,mineralidad,102
mineral,botella,102
afrutado,boca,102
cata,acidez,102
cremoso,nota,102
bodega,variedad,102
persistencia,melocotón,102
plátano,boca,102
plátano,amarillo,102
untuoso,elegante,102
pajizo,elegante,102
pajizo,aromático,102
crianza,hueso,101
copa,bodega,101
manzana,joven,101
vainilla,nota,101
madura,melocotón,101
especia,boca,101
mineral,elegante,101
reflejo,agradable,101
añada,probar,101
plátano,fruta,101
añada,acidez,101
nota,paso,101
añada,crianza,101
primer,amarillo,101
albariño,correcto,101
verde,hierba,101
hierba,elaborado,101
tropical,botella,101
hueso,toque,101
crianza,viñedo,101
francés,madura,101
fruta,pequeña,101
hinojo,untuoso,101
fácil,nariz,101
sedoso,paladar,101
ligero,melocotón,101
dorado,garnacha,101
final,chardonnay,101
fruta,vieja,101
bodega,fondo,101
nariz,mejor,101
nariz,lima,101
fruta,repetir,101
flor,uva,101
seco,punto,101
francés,herbáceo,101
seco,intenso,101
dorado,verde,101
dorado,pomelo,101
miel,color,101
herbáceo,suave,100
baja,nota,100
año,guardar,100
interesante,fruta,100
año,elaborado,100
rcp,amargo,100
untuoso,ahumado,100
bodega,elaborado,100
cítrico,ligeramente,100
limpio,correcto,100
cítrico,paso,100
fondo,amargo,100
seco,garnacha,100
brillante,albaricoque,100
madura,pera,100
seco,suave,100
pomelo,limpio,100
albariño,largo,100
recordar,final,100
corto,amarillo,99
nariz,paso,99
botella,chardonnay,99
macabeo,acidez,99
toque,chardonnay,99
excelente,brillante,99
blanca,integrada,99
amargor,fresco,99
gruesa,final,99
untuoso,pera,99
fruta,mantequilla,99
ver,botella,99
garnacha,elaborado,99
seco,amargor,99
viura,acidez,99
pajizo,anisado,99
nariz,alta,99
pálido,pera,99
baja,fresco,99
barrica,ligero,99
blanca,treixadura,99
sutil,boca,99
untuoso,recomendable,99
brillante,recordar,99
seco,madera,99
brillante,macabeo,99
blanca,duda,99
reflejo,frutal,99
dorado,hinojo,99
crianza,manzana,98
probar,mejor,98
amargor,nota,98
limpio,frutal,98
excelente,crianza,98
dorado,sedoso,98
brillante,volúmen,98
tiempo,botella,98
tiempo,amarillo,98
dorado,complejo,98
tropical,paladar,98
pálido,botella,98
botella,guardar,98
floral,barrica,98
floral,frutal,98
amarillo,refrescante,98
herbáceo,correcto,98
largo,frutal,98
salino,lágrima,98
blanca,diferente,98
manzana,intenso,98
verdejo,untuoso,98
persistencia,botella,98
rcp,salino,98
blanca,corto,98
fruta,opción,98
color,mejor,98
crianza,alta,98
sedoso,cítrico,98
rcp,chardonnay,98
untuoso,madera,98
poder,acidez,98
fina,crianza,98
mineralidad,acidez,98
glicérico,fresco,98
hueso,floral,98
flor,hinojo,98
reflejo,pera,98
reflejo,hierba,98
bollería,amarillo,98
floral,pera,97
roble,final,97
excelente,nariz,97
pajizo,amargor,97
bodega,primer,97
seco,frutal,97
dorado,anisado,97
color,inoxidable,97
color,afrutado,97
fondo,melocotón,97
crianza,intensidad,97
lágrima,pomelo,97
especia,acidez,97
herbáceo,glicérico,97
crianza,viña,97
tropical,pera,97
aroma,albaricoque,97
ligeramente,fresco,97
salino,volúmen,97
herbáceo,frutal,97
reflejo,amargo,97
tropical,elaborado,97
fruta,sauvignon,97
dorado,dulce,97
uva,suave,97
gustar,nota,97
albariño,volúmen,97
nariz,bastante,97
flor,dulce,97
hueso,reflejo,96
blanca,tierra,96
color,bastante,96
toque,garnacha,96
cítrico,salud,96
color,viura,96
francés,toque,96
crianza,madera,96
flor,albariño,96
dorado,densa,96
crianza,volúmen,96
poder,botella,96
mineral,hierba,96
untuoso,hierba,96
manzana,botella,96
fermentación,cítrico,96
oro,nariz,96
verdoso,elaborado,96
nota,ligeramente,96
macabeo,boca,96
cata,cítrico,96
aroma,sabroso,96
botella,mejor,96
amplio,cítrico,96
reflejo,joven,96
plátano,color,96
añada,boca,96
reflejo,lágrima,96
flor,elaborado,96
pera,hierba,96
paladar,gruesa,96
verdejo,suave,95
vainilla,aroma,95
fruta,afrutado,95
reflejo,fondo,95
barrica,ahumado,95
cuerpo,floral,95
brillante,amargor,95
nueva,nota,95
intensidad,ahumado,95
año,herbáceo,95
hueso,melocotón,95
color,piel,95
fina,untuoso,95
verdejo,floral,95
aroma,marcada,95
anisado,fresco,95
tropical,melocotón,95
depósito,acero,95
barrica,viñedo,95
piel,cítrico,95
tropical,correcto,95
miel,acidez,95
roble,herbáceo,95
graso,color,95
grande,bravo,95
bodega,viñedo,95
aromático,final,94
varietal,amarillo,94
toque,sedoso,94
blanca,zona,94
intensidad,punto,94
herbáceo,pera,94
roble,bodega,94
piel,boca,94
dorado,amplio,94
verdoso,leve,94
flor,año,94
persistente,toque,94
intensidad,limón,94
destello,piña,94
rcp,piña,94
probar,barrica,94
blanca,repetir,94
blanca,complejidad,94
persistente,limpio,94
cremoso,nariz,94
pajizo,inoxidable,94
cuerpo,tostado,94
nariz,postgusto,94
persistente,intensidad,94
baja,final,94
excelente,color,94
limpio,salud,94
límpido,boca,94
herbáceo,piña,94
treixadura,amarillo,94
piel,amarillo,94
toque,melocotón,94
cítrico,viura,94
salino,amargo,94
barrica,mejor,94
largo,amargo,94
año,mejor,94
año,garnacha,94
color,tomar,94
albariño,recomendable,93
verdejo,hierba,93
albariño,uva,93
integrada,acidez,93
malvasía,viura,93
destello,amargo,93
albariño,untuoso,93
blanca,acero,93
blanca,mejorar,93
crianza,joven,93
especiado,color,93
rcp,bodega,93
brillante,marcada,93
densa,largo,93
mejor,fresco,93
variedad,acidez,93
aroma,correcto,93
copa,amarillo,93
capa,fruta,93
leve,fondo,93
sabor,amarillo,93
floral,correcto,93
sabor,boca,93
seco,probar,93
flor,persistente,93
sabor,aroma,93
brillante,baja,93
persistencia,suave,93
equilibrado,final,93
mineral,año,93
amplio,nota,93
vegetal,amarillo,93
seco,pomelo,93
color,gustar,93
añada,anterior,93
blanca,ribete,92
dorado,cremoso,92
verdejo,largo,92
nariz,variedad,92
mineral,pera,92
albaricoque,fresco,92
reflejo,piña,92
verde,destello,92
crianza,mejor,92
garnacha,nota,92
sutil,amarillo,92
verdoso,amargor,92
crianza,amargo,92
garnacha,fresco,92
botella,glicérico,92
cremoso,madura,92
roble,nariz,92
reflejo,volúmen,92
añada,bodega,92
año,madura,92
amarillo,gusto,92
intensidad,alta,92
coupage,nariz,92
coupage,chardonnay,92
cítrico,complejo,92
sensación,fresco,92
flor,paladar,92
viñedo,cítrico,92
coupage,final,92
rcp,gruesa,92
aroma,variedad,92
mineral,bodega,92
pálido,paladar,92
verde,largo,92
madura,suave,92
seco,coupage,92
blanca,límpido,92
dorado,excelente,92
flor,glicérico,92
crianza,lágrima,92
intrépido,invencible,91
sedoso,lágrima,91
color,levadura,91
firmeza,invencible,91
invencible,flema,91
invencible,energía,91
resignación,invencible,91
fruta,equilibrio,91
bravo,invencible,91
sensación,aroma,91
sobrevivir,invencible,91
madura,ahumado,91
sabor,color,91
aroma,complejo,91
fortaleza,invencible,91
botella,gustar,91
adaptación,invencible,91
untuoso,correcto,91
sobreponer,invencible,91
toque,fondo,91
superación,invencible,91
dorado,salud,91
estoicismo,invencible,91
seco,glicérico,91
vigor,invencible,91
paciencia,invencible,91
fuerza,invencible,91
tolerancia,invencible,91
fondo,invencible,91
color,postgusto,91
verdejo,joven,91
verdoso,persistente,91
crianza,hierba,91
sufrimiento,invencible,91
invencible,impertable,91
amarillo,xarel,91
recuperar,invencible,91
resistencia,invencible,91
blanca,refrescante,91
valiente,invencible,91
corto,boca,91
volúmen,nariz,91
intensidad,aromático,91
poder,amarillo,91
probar,fresco,91
invulnerabilidad,invencible,91
untuoso,anisado,91
floral,botella,91
fruta,mismo,90
ligero,amargo,90
amarillo,heno,90
mineral,glicérico,90
lágrima,volúmen,90
gustar,cítrico,90
uva,hierba,90
tropical,uva,90
cremoso,final,90
especiado,acidez,90
fruta,acero,90
brillante,punto,90
hueso,barrica,90
dorado,limón,90
mineral,hinojo,90
entrada,densa,90
nariz,especia,90
bodega,hierba,90
capa,boca,90
madura,intenso,90
copa,poder,90
plátano,nariz,90
coupage,recomendable,90
salino,barrica,90
entrada,pera,90
hueso,destello,90
levadura,nariz,90
varietal,boca,90
brillante,madera,90
fruta,treixadura,90
épico,sufrimiento,89
épico,resistencia,89
épico,osado,89
invulnerabilidad,épico,89
osado,invencible,89
épico,flema,89
épico,firmeza,89
épico,fondo,89
épico,fortaleza,89
épico,adaptación,89
épico,impertable,89
épico,fuerza,89
épico,intrépido,89
floral,volúmen,89
osado,resistencia,89
osado,sobrevivir,89
osado,sufrimiento,89
sobreponer,épico,89
épico,invencible,89
vigor,osado,89
épico,energía,89
épico,bravo,89
épico,vigor,89
épico,estoicismo,89
untuoso,piña,89
épico,superación,89
sobreponer,osado,89
resignación,épico,89
fortaleza,osado,89
acidez,tomar,89
resignación,osado,89
bravo,osado,89
verdoso,intenso,89
integrada,amarillo,89
recuperar,épico,89
firmeza,osado,89
fruta,mejorar,89
estupendo,acidez,89
épico,sobrevivir,89
fruta,postgusto,89
sensación,pajizo,89
valiente,épico,89
tropical,francés,89
aromático,largo,89
recuperar,osado,89
verdejo,seco,89
tropical,joven,89
valiente,osado,89
corto,acidez,89
densa,fresco,89
paciencia,épico,89
nueva,boca,89
año,largo,89
aromático,aroma,89
barrica,macabeo,89
sauvignon,boca,89
tolerancia,osado,89
verdoso,albaricoque,89
flor,anisado,89
tolerancia,épico,89
leve,herbáceo,89
osado,superación,89
vainilla,tostado,89
osado,intrépido,89
cremoso,barrica,89
osado,fuerza,89
joven,aroma,89
verdejo,botella,89
osado,impertable,89
osado,fondo,89
osado,energía,89
osado,flema,89
osado,estoicismo,89
blanca,etiqueta,89
afrutado,acidez,89
botella,viñedo,89
poder,catar,89
untuoso,glicérico,89
graso,nota,89
paciencia,osado,89
adaptación,osado,89
invulnerabilidad,osado,89
pajizo,baja,89
dorado,vainilla,89
tomar,boca,89
godello,pajizo,89
verdejo,lágrima,88
barrica,guardar,88
elegante,barrica,88
lágrima,suave,88
variedad,fresco,88
albariño,treixadura,88
botella,inoxidable,88
vainilla,brillante,88
fácil,color,88
tropical,volúmen,88
flor,elegante,88
integrada,boca,88
fina,madura,88
fina,pálido,88
estupendo,boca,88
pajizo,dulce,88
dorado,correcto,88
depósito,amarillo,88
tropical,pomelo,88
especiado,nota,88
pálido,uva,88
bollería,cítrico,88
balsámico,cítrico,88
acidez,inoxidable,88
toque,ahumado,88
tostado,manzana,88
blanca,equilibrio,88
pajizo,ligeramente,88
mineral,ahumado,88
roble,volúmen,88
sobreponer,indomable,87
nariz,límpido,87
agradable,joven,87
superación,indomable,87
frescor,cítrico,87
ribete,acidez,87
manzana,albaricoque,87
resignación,indomable,87
firmeza,indomable,87
crianza,persistencia,87
paladar,suave,87
resistencia,indomable,87
hinojo,hierba,87
bravo,indomable,87
indomable,energía,87
indomable,estoicismo,87
paciencia,indomable,87
toque,densa,87
cítrico,viña,87
postgusto,amarillo,87
fortaleza,indomable,87
épico,indomable,87
vigor,indomable,87
fuerza,indomable,87
adaptación,indomable,87
tolerancia,indomable,87
acidez,límpido,87
barrica,rf,87
blanca,maridaje,87
invulnerabilidad,indomable,87
osado,indomable,87
fondo,indomable,87
bodega,madura,87
aroma,paso,87
herbáceo,alta,87
hueso,tostado,87
botella,alta,87
reflejo,correcto,87
brillante,amplio,87
indomable,sobrevivir,87
largo,glicérico,87
indomable,invencible,87
fruta,límpido,87
largo,pomelo,87
indomable,intrépido,87
monovarietal,correcto,87
valiente,indomable,87
indomable,sufrimiento,87
levadura,acidez,87
color,límpido,87
indomable,flema,87
indomable,impertable,87
recuperar,indomable,87
pálido,melocotón,86
adaptación,esforzado,86
botella,intenso,86
bollería,acidez,86
botella,recomendable,86
valiente,denodado,86
albariño,joven,86
fortaleza,esforzado,86
leve,limpio,86
esforzado,estoicismo,86
tolerancia,denodado,86
esforzado,impertable,86
esforzado,indomable,86
esforzado,fuerza,86
heno,boca,86
esforzado,flema,86
tolerancia,esforzado,86
esforzado,resistencia,86
esforzado,invencible,86
esforzado,sufrimiento,86
esforzado,sobrevivir,86
esforzado,superación,86
reflejo,melocotón,86
acidez,casa,86
esforzado,energía,86
acidez,equilibrio,86
amargo,hierba,86
toque,anisado,86
hueso,pálido,86
resignación,esforzado,86
resignación,denodado,86
rcp,baja,86
uva,pera,86
pajizo,albaricoque,86
untuoso,suave,86
esforzado,intrépido,86
nota,variedad,86
largo,piña,86
año,inoxidable,86
sobreponer,denodado,86
denodado,estoicismo,86
sobreponer,esforzado,86
bravo,esforzado,86
denodado,impertable,86
verde,herbáceo,86
denodado,indomable,86
goloso,fresco,86
inoxidable,boca,86
denodado,intrépido,86
denodado,invencible,86
denodado,osado,86
denodado,resistencia,86
denodado,sobrevivir,86
denodado,sufrimiento,86
denodado,superación,86
vigor,denodado,86
vigor,esforzado,86
firmeza,esforzado,86
valiente,esforzado,86
verdejo,crianza,86
fondo,esforzado,86
toque,recordar,86
blanca,rápida,86
invulnerabilidad,esforzado,86
aroma,lima,86
denodado,energía,86
limpio,elaborado,86
denodado,bravo,86
hinojo,fondo,86
denodado,fortaleza,86
osado,esforzado,86
denodado,fuerza,86
denodado,adaptación,86
recuperar,esforzado,86
recuperar,denodado,86
mismo,amarillo,86
ribete,amarillo,86
largo,chardonnay,86
denodado,fondo,86
denodado,flema,86
denodado,firmeza,86
paciencia,denodado,86
denodado,esforzado,86
épico,esforzado,86
épico,denodado,86
persistente,manzana,86
paciencia,esforzado,86
roble,chardonnay,86
invulnerabilidad,denodado,86
seco,chardonnay,85
agradable,lágrima,85
mango,amarillo,85
excelente,final,85
agradable,salud,85
oro,amarillo,85
pálido,elaborado,85
barrica,inoxidable,85
fina,volúmen,85
brillante,fácil,85
nariz,tomar,85
fina,herbáceo,85
brillante,límpido,85
albariño,alta,85
cítrico,refrescante,85
pequeña,amarillo,85
roble,elaborado,85
pálido,piña,85
tostado,destello,85
acidez,guardar,85
floral,melocotón,85
fruta,potente,85
amarillo,límpido,85
untuoso,coupage,85
verdejo,año,85
especiado,nariz,85
hueso,salino,85
cata,fresco,85
sedoso,fresco,85
dorado,tono,85
persistente,destello,85
bodega,intensidad,85
dorado,recordar,84
verdejo,entrada,84
vainilla,cítrico,84
dorado,graso,84
entrada,límpido,84
tropical,hueso,84
destello,densa,84
fondo,pera,84
herbáceo,intenso,84
probar,gustar,84
tropical,albariño,84
miel,nariz,84
verdejo,limpio,84
blanca,estructura,84
rápida,amarillo,84
gusto,boca,84
nueva,cítrico,84
cuerpo,amargo,84
oro,acidez,84
albariño,lágrima,84
verdoso,volúmen,84
especia,amarillo,84
goloso,nariz,84
tacto,fruta,84
pálido,chardonnay,84
reflejo,salino,84
balsámico,final,84
brillante,mejor,84
toque,limón,83
nueva,botella,83
etiqueta,botella,83
nota,anisado,83
floral,chardonnay,83
fruta,recorrido,83
grande,invencible,83
verde,uva,83
paso,fresco,83
etiqueta,boca,83
primer,boca,83
intensidad,recordar,83
dorado,leve,83
toque,aromático,83
ligero,hierba,83
albaricoque,final,83
menos,boca,83
hinojo,pálido,83
producción,cítrico,83
destello,límpido,83
aroma,límpido,83
cítrico,bastante,83
tropical,hinojo,83
vainilla,seco,83
malvasía,barrica,83
crianza,punto,83
blanca,plátano,83
tropical,cuerpo,83
poder,barrica,83
godello,fresco,82
menos,botella,82
barrica,fermentado,82
lágrima,amargo,82
tostado,garnacha,82
rcp,ligero,82
bodega,alta,82
crianza,probar,82
monovarietal,dorado,82
pálido,frutal,82
rojo,boca,82
interesante,acidez,82
poder,variedad,82
acidez,gusto,82
lágrima,barrica,82
excelente,fresco,82
seco,complejo,82
albariño,inoxidable,82
botella,macabeo,82
tostado,cremoso,82
toque,elegante,82
verdejo,paladar,82
suave,piña,82
vainilla,barrica,82
variedad,elaborado,82
aroma,levadura,82
copa,pequeña,82
fondo,anisado,82
blanca,parecer,82
toque,dulce,82
hueso,cuerpo,82
año,ver,82
graso,aroma,82
aroma,baja,82
fondo,pomelo,82
fruta,varietal,82
fruta,complejidad,82
agradable,hierba,82
paciencia,memorable,81
nota,límpido,81
intensidad,correcto,81
blanca,fermentado,81
vigor,memorable,81
salino,alta,81
crianza,reflejo,81
recuperar,memorable,81
verdejo,amargo,81
vegetal,fruta,81
hinojo,persistencia,81
madera,cítrico,81
dorado,mejor,81
valiente,memorable,81
sobreponer,memorable,81
invulnerabilidad,memorable,81
vez,amarillo,81
recorrido,acidez,81
tropical,fina,81
osado,memorable,81
firmeza,memorable,81
resistencia,memorable,81
resignación,memorable,81
épico,grande,81
rcp,verde,81
roble,largo,81
grande,indomable,81
grande,osado,81
cuerpo,pálido,81
elegante,madura,81
barrica,amargo,81
gruesa,cítrico,81
toque,gruesa,81
fortaleza,memorable,81
blanca,finca,81
verde,floral,81
elegante,intensidad,81
elegante,persistencia,81
nueva,acidez,81
mantequilla,boca,81
agradable,uva,81
gruesa,salud,81
año,glicérico,81
épico,memorable,81
grande,denodado,81
ligero,correcto,81
año,intenso,81
mineral,marcada,81
excelente,rcp,81
excelente,aroma,81
fondo,memorable,81
seco,dulce,81
denodado,memorable,81
superación,memorable,81
grande,esforzado,81
entrada,floral,81
crianza,uva,81
crianza,fermentación,81
tostado,ahumado,81
memorable,impertable,81
memorable,intrépido,81
memorable,invencible,81
memorable,sobrevivir,81
tostado,madera,81
memorable,estoicismo,81
memorable,flema,81
memorable,energía,81
reflejo,intenso,81
esforzado,memorable,81
fina,uva,81
fina,barrica,81
indomable,memorable,81
tolerancia,memorable,81
color,macabeo,81
memorable,sufrimiento,81
afrutado,nariz,81
bravo,memorable,81
floral,salino,81
fuerza,memorable,81
blanca,restaurante,81
rojo,color,81
crianza,cremoso,81
verdejo,correcto,81
floral,amargo,81
botella,ligero,81
piel,nariz,81
verdoso,crianza,81
adaptación,memorable,81
paladar,pera,80
roble,mineral,80
verdejo,pálido,80
color,viñedo,80
color,casa,80
brillante,coupage,80
manzana,salud,80
poder,cítrico,80
pequeña,poder,80
bodega,gustar,80
rcp,aromático,80
persistencia,hierba,80
pequeña,variedad,80
madura,dulce,80
cítrico,xarel,80
albariño,seco,80
roble,persistencia,80
frescor,color,80
color,sauvignon,80
color,nueva,80
mineral,punto,80
untuoso,dulce,80
plátano,acidez,80
intensidad,barrica,80
rápida,fruta,80
barrica,viña,80
sedoso,salud,80
sedoso,uva,80
destello,leve,80
rápida,boca,80
blanca,evolución,80
blanca,vegetal,80
suave,pera,80
vainilla,largo,80
toque,baja,80
blanca,mantequilla,80
mineral,complejo,80
grande,memorable,80
flor,albaricoque,80
depósito,acidez,80
primer,acidez,80
nota,tomar,80
floral,elaborado,79
ribete,fresco,79
hinojo,limpio,79
crianza,ahumado,79
corcho,nota,79
dorado,coupage,79
verdejo,verde,79
blanca,capa,79
brillante,sensación,79
untuoso,joven,79
francés,persistencia,79
pajizo,recordar,79
tropical,persistente,79
blanca,soler,79
ácido,amarillo,79
salino,ligero,79
goloso,nota,79
flor,punto,79
elaborar,blanca,79
excelente,barrica,79
blanca,tinto,79
verdoso,aromático,79
brillante,complejo,79
francés,chardonnay,79
rcp,persistente,79
dorado,equilibrado,79
agradable,sedoso,79
herbáceo,limón,79
verde,seco,79
barrica,anisado,79
estructura,amarillo,79
creer,acidez,79
mantequilla,amarillo,79
toque,piña,79
estructura,boca,79
rápida,acidez,79
barrica,gustar,79
año,primer,79
creer,amarillo,79
pálido,salino,79
botella,madera,79
tropical,anisado,79
bodega,valle,79
viura,boca,79
complejidad,boca,78
blanca,posterior,78
complejo,fresco,78
rcp,tostado,78
sedoso,limpio,78
monovarietal,albariño,78
equilibrio,boca,78
entrada,persistente,78
densa,paladar,78
rcp,francés,78
manzana,recordar,78
crianza,aromático,78
blanca,tacto,78
rápida,aroma,78
frescor,aroma,78
mineral,francés,78
mango,boca,78
blanca,rojo,78
madura,garnacha,78
verdoso,anisado,78
capa,acidez,78
crianza,viura,78
macabeo,fresco,78
fina,fondo,78
color,etiqueta,78
manzana,anisado,78
untuoso,chardonnay,78
cata,crianza,78
verdoso,baja,78
año,final,78
oro,aroma,78
pajizo,pálido,78
verdejo,elaborado,78
gustar,nariz,78
viñedo,acidez,78
botella,mejorar,78
tropical,verde,78
amplio,nariz,78
brillante,recomendable,78
pálido,intenso,78
francés,alta,78
fina,salino,78
pera,melocotón,78
hinojo,destello,78
vainilla,final,78
mineralidad,cítrico,78
fina,elaborado,78
estructura,color,78
fácil,nota,77
graso,barrica,77
dorado,baja,77
godello,treixadura,77
hinojo,toque,77
valiente,aguante,77
limón,limpio,77
albaricoque,melocotón,77
año,gustar,77
largo,gruesa,77
excelente,pajizo,77
recuperar,aguante,77
persistencia,baja,77
fácil,pajizo,77
botella,anisado,77
color,integrada,77
rcp,marcada,77
rápida,color,77
guardar,amarillo,77
potente,boca,77
barrica,complejo,77
tolerancia,aguante,77
grande,aguante,77
intensidad,dulce,77
rcp,elegante,77
verdoso,marcada,77
blanca,potente,77
año,menos,77
mineral,leve,77
aguante,firmeza,77
aguante,adaptación,77
plátano,aroma,77
sobreponer,aguante,77
aguante,osado,77
resignación,aguante,77
manzana,amargor,77
aguante,resistencia,77
rcp,tomar,77
aguante,energía,77
aguante,denodado,77
aguante,bravo,77
aguante,sufrimiento,77
aguante,esforzado,77
aguante,sobrevivir,77
aguante,estoicismo,77
aguante,impertable,77
aguante,fortaleza,77
aguante,fondo,77
aguante,fuerza,77
aguante,intrépido,77
aguante,invencible,77
aguante,memorable,77
aguante,indomable,77
untuoso,sabroso,77
goloso,cítrico,77
verdoso,glicérico,77
inoxidable,fresco,77
fruta,tierra,77
capa,color,77
intensidad,lima,77
ácido,boca,77
suave,correcto,77
pálido,joven,77
especiado,cítrico,77
rcp,límpido,77
cremoso,aroma,77
paciencia,aguante,77
vigor,aguante,77
pajizo,balsámico,77
verdoso,sabroso,77
épico,aguante,77
mineral,suave,77
aguante,flema,77
invulnerabilidad,aguante,77
especiado,aroma,77
aguante,superación,77
lágrima,ligero,77
intensidad,albaricoque,77
herbáceo,inoxidable,77
bastante,fresco,77
seco,viura,77
fina,paladar,76
brillante,tomar,76
bodega,ver,76
seco,piña,76
ligero,pera,76
tiempo,acidez,76
color,corcho,76
año,tostado,76
sabroso,limpio,76
persistencia,marcada,76
pajizo,salud,76
mejorar,amarillo,76
largo,recordar,76
cuerpo,reflejo,76
floral,dulce,76
largo,ahumado,76
verdoso,recordar,76
verdoso,salud,76
manzana,correcto,76
pajizo,punto,76
floral,uva,76
floral,joven,76
intensidad,volúmen,76
cata,pajizo,76
fina,tostado,76
probar,nariz,76
hueso,albariño,76
reflejo,sabroso,76
sensación,intensidad,76
blanca,ácido,76
albariño,frutal,76
roble,fresco,76
límpido,final,76
sedoso,elaborado,76
rcp,año,76
bodega,ligero,76
fácil,pálido,75
melocotón,piña,75
lima,final,75
color,mango,75
persistencia,piña,75
persistencia,leve,75
tiempo,cítrico,75
mismo,nota,75
color,primer,75
fruta,ácido,75
graso,madura,75
excelente,toque,75
copa,acidez,75
fruta,maridaje,75
flor,aromático,75
mineral,pomelo,75
nariz,varietal,75
blanca,mal,75
pajizo,limón,75
pajizo,sedoso,75
intensidad,agradable,75
cata,uva,75
dorado,marcada,75
floral,paladar,75
corto,color,75
caída,lágrima,75
suave,melocotón,75
garnacha,alta,75
uva,densa,75
variedad,cítrico,75
pomelo,pera,75
tropical,frutal,75
roble,aroma,75
frescor,nota,75
gustar,fresco,75
herbáceo,garnacha,75
nota,beber,75
verde,pera,75
amarillo,opción,75
dorado,probar,75
bodega,punto,75
color,mantequilla,75
fruta,fermentado,75
poder,boca,75
verde,suave,75
verdoso,sedoso,75
nariz,refrescante,75
bodega,grande,75
manzana,aromático,75
brillante,balsámico,74
fruta,posterior,74
brillante,probar,74
verdoso,sensación,74
francés,nueva,74
complejo,intenso,74
acero,acidez,74
flor,volúmen,74
verdejo,flor,74
hinojo,ligero,74
vegetal,acidez,74
francés,madera,74
aroma,garnacha,74
cítrico,tomar,74
fácil,herbáceo,74
albariño,agradable,74
largo,equilibrado,74
tono,cítrico,74
intensidad,sabroso,74
año,mismo,74
francés,final,74
untuoso,limón,74
pálido,barrica,74
seco,elaborado,74
vez,acidez,74
untuoso,cremoso,74
rápida,nariz,74
limón,barrica,74
fruta,diferente,74
entrada,verde,74
blanca,momento,74
uva,barrica,74
nariz,inoxidable,74
pálido,anisado,74
sabor,fresco,74
mineral,limón,74
fina,albariño,74
copa,variedad,74
sutil,acidez,74
uva,gruesa,74
excelente,untuoso,74
verdoso,ligeramente,74
untuoso,leve,74
garnacha,nariz,74
roble,viura,74
copa,cítrico,74
piel,acidez,74
fruta,parecer,74
barrica,correcto,74
limón,madura,74
ligero,frutal,74
albariño,loureiro,74
godello,bodega,74
rápida,lágrima,74
hinojo,bodega,74
tostado,volúmen,74
mineral,coupage,74
frescor,nariz,74
amplio,seco,74
nueva,nariz,74
fácil,bodega,73
levadura,cítrico,73
fruta,mango,73
paladar,límpido,73
crianza,complejo,73
mango,piña,73
sensación,final,73
madura,anisado,73
aroma,madera,73
limpio,anisado,73
vieja,amarillo,73
toque,probar,73
francés,volúmen,73
tomar,fresco,73
verde,bodega,73
seco,lima,73
intensidad,balsámico,73
brillante,viña,73
pajizo,ahumado,73
tropical,intenso,73
floral,coupage,73
flor,sensación,73
untuoso,graso,73
crianza,poder,73
nariz,heno,73
hueso,lágrima,73
reflejo,barrica,73
bollería,boca,73
tiempo,barrica,73
mineral,frutal,73
caída,acidez,73
pálido,salud,73
brillante,producción,73
gruesa,elaborado,73
albariño,pálido,73
caída,boca,73
barrica,hierba,73
barrica,fermentación,73
godello,nariz,73
densa,elaborado,73
color,gusto,73
rojo,acidez,73
nota,guardar,73
fina,reflejo,73
blanca,amigo,73
pálido,dulce,73
brillante,viñedo,73
ligeramente,final,73
monovarietal,botella,73
dorado,bollería,73
integrada,nariz,72
recuperar,vitalidad,72
valiente,vitalidad,72
lágrima,baja,72
agradable,frutal,72
lágrima,piña,72
fruta,junto,72
herbáceo,pomelo,72
ácido,cítrico,72
vez,boca,72
largo,complejo,72
cuerpo,melocotón,72
cuerpo,toque,72
volúmen,amargo,72
blanca,junto,72
verdoso,equilibrado,72
verdoso,limón,72
toque,gustar,72
crianza,elegante,72
joven,herbáceo,72
blanca,postgusto,72
francés,largo,72
francés,fresco,72
vitalidad,impertable,72
vitalidad,fuerza,72
vitalidad,superación,72
vitalidad,sufrimiento,72
vitalidad,sobrevivir,72
vitalidad,resistencia,72
vitalidad,osado,72
vitalidad,memorable,72
vitalidad,invencible,72
vitalidad,intrépido,72
vitalidad,indomable,72
bodega,zona,72
vitalidad,flema,72
vitalidad,firmeza,72
vitalidad,estoicismo,72
vitalidad,esforzado,72
vitalidad,energía,72
vitalidad,denodado,72
vitalidad,bravo,72
vitalidad,adaptación,72
color,caída,72
vitalidad,fortaleza,72
vitalidad,fondo,72
tiempo,nota,72
tolerancia,vitalidad,72
invulnerabilidad,vitalidad,72
