Unnamed: 0,Tipo,Usuario,Comentario,Comentario_TOKEN,Comentario_LEMA,tokens_red
45,Rosado,Francesc G, para mi  pequeña decepción  sin ser malo  esperaba mucho más  no le he acabado de encontrar la gracia     listán negro  fermentación por sangrado  color rosa frambuesa  herbáceo  incluso amargo  fruta roja de refilón  aunque en principio debería ser su principal virtud  toques florales  postgusto final ahumado  volcánico    prefiero su malvasía blanca seca  mucho mejor ,"['pequeña', 'decepción', 'ser', 'malo', 'esperaba', 'acabado', 'encontrar', 'gracia', 'listán', 'negro', 'fermentación', 'sangrado', 'color', 'rosa', 'frambuesa', 'herbáceo', 'incluso', 'amargo', 'fruta', 'roja', 'refilón', 'aunque', 'principio', 'debería', 'ser', 'principal', 'virtud', 'toques', 'florales', 'postgusto', 'final', 'ahumado', 'volcánico', 'prefiero', 'malvasía', 'blanca', 'seca', 'mejor']","['pequeña', 'decepción', 'malo', 'esperar', 'acabar', 'encontrar', 'gracía', 'listar', 'negro', 'fermentación', 'sangrado', 'color', 'rosa', 'frambuesa', 'herbáceo', 'amargo', 'fruta', 'rojo', 'principio', 'deber', 'principal', 'virtud', 'toque', 'floral', 'postgusto', 'final', 'ahumado', 'volcánico', 'preferir', 'malvasía', 'blanca', 'seco', 'mejor']","['pequeña', 'decepción', 'malo', 'esperar', 'acabar', 'encontrar', 'gracía', 'listar', 'negro', 'fermentación', 'sangrado', 'color', 'rosa', 'frambuesa', 'herbáceo', 'amargo', 'fruta', 'rojo', 'principio', 'deber', 'principal', 'virtud', 'toque', 'floral', 'postgusto', 'final', 'ahumado', 'volcánico', 'preferir', 'malvasía', 'blanca', 'seco', 'mejor']"
46,Rosado,Francesc G, buen rosado de parés baltà    syrah  fermentación en depósitos de acero inoxidable   semanas y media  producción limitada  intenso color cereza muy brillante  fruta roja a tope  fresco  floral  suave  muy fácil de beber  su nombre viene del latín  raiz   me ha dejado una sensación contradictoria ya que se trata de un vino al que le precedía cierta fama  incluso creo con algún premio  y aunque me ha gustado  esperaba algo más   por rcp  para mi gusto  prefiero otras opciones  ,"['buen', 'rosado', 'parés', 'baltà', 'syrah', 'fermentación', 'depósitos', 'acero', 'inoxidable', 'semanas', 'media', 'producción', 'limitada', 'intenso', 'color', 'cereza', 'brillante', 'fruta', 'roja', 'tope', 'fresco', 'floral', 'suave', 'fácil', 'beber', 'nombre', 'viene', 'latín', 'raiz', 'dejado', 'sensación', 'contradictoria', 'trata', 'vino', 'precedía', 'cierta', 'fama', 'incluso', 'creo', 'algún', 'premio', 'aunque', 'gustado', 'esperaba', 'rcp', 'gusto', 'prefiero', 'opciones']","['rosado', 'syrah', 'fermentación', 'depósito', 'acero', 'inoxidable', 'semana', 'producción', 'limitado', 'intenso', 'color', 'cereza', 'brillante', 'fruta', 'rojo', 'tope', 'fresco', 'floral', 'suave', 'fácil', 'beber', 'venir', 'latín', 'sensación', 'tratar', 'fama', 'creer', 'premio', 'gustar', 'esperar', 'rcp', 'gusto', 'preferir', 'opinión']","['rosado', 'syrah', 'fermentación', 'depósito', 'acero', 'inoxidable', 'semana', 'producción', 'limitado', 'intenso', 'color', 'cereza', 'brillante', 'fruta', 'rojo', 'tope', 'fresco', 'floral', 'suave', 'fácil', 'beber', 'venir', 'latín', 'sensación', 'tratar', 'fama', 'creer', 'premio', 'gustar', 'esperar', 'rcp', 'gusto', 'preferir', 'opinión']"
47,Rosado,Alberto,     color salmón brillante  elegante y muy balsámico  fruta roja y melocotón  notas ahumados y especiadas  equilibrado con cuerpo y buena acidez  final largo  un poco menos frío diría que es hasta cremoso  anoche para cenar    no puedo hablar mucho de rosados porque no tengo mucho repertorio pero este me parece muy bueno  ‍ ,"['color', 'salmón', 'brillante', 'elegante', 'balsámico', 'fruta', 'roja', 'melocotón', 'notas', 'ahumados', 'especiadas', 'equilibrado', 'cuerpo', 'buena', 'acidez', 'final', 'largo', 'menos', 'frío', 'diría', 'cremoso', 'anoche', 'cenar', 'puedo', 'hablar', 'rosados', 'repertorio', 'parece', 'bueno']","['color', 'salmón', 'brillante', 'elegante', 'balsámico', 'fruta', 'rojo', 'melocotón', 'nota', 'ahumado', 'especiado', 'equilibrado', 'cuerpo', 'acidez', 'final', 'largo', 'menos', 'frío', 'cremoso', 'cenar', 'poder', 'hablar', 'rosado', 'parecer']","['color', 'salmón', 'brillante', 'elegante', 'balsámico', 'fruta', 'rojo', 'melocotón', 'nota', 'ahumado', 'especiado', 'equilibrado', 'cuerpo', 'acidez', 'final', 'largo', 'menos', 'frío', 'cremoso', 'cenar', 'poder', 'hablar', 'rosado', 'parecer']"
48,Rosado,Alberto,     rosado flojo muy flojo   ,"['rosado', 'flojo', 'flojo']","['rosado', 'flojo', 'flojo']","['rosado', 'flojo', 'flojo']"
49,Rosado,Alberto, cata venus         fruta escarchada flores y frutos secos  buena acidez y frescura  no siendo muy dado a los rosados……excelente      ,"['cata', 'venus', 'fruta', 'escarchada', 'flores', 'frutos', 'secos', 'buena', 'acidez', 'frescura', 'siendo', 'dado', 'rosados……excelente']","['cata', 'fruta', 'escarchada', 'flor', 'fruta', 'seco', 'acidez', 'frescor']","['cata', 'fruta', 'escarchada', 'flor', 'fruta', 'seco', 'acidez', 'frescor']"
50,Rosado,Alberto, cata coca i fitó           violáceo y brillante…muy chulo frutal con notas especiadas y balsámicas  goloso y fresco   ,"['cata', 'coca', 'fitó', 'violáceo', 'brillante…muy', 'chulo', 'frutal', 'notas', 'especiadas', 'balsámicas', 'goloso', 'fresco']","['cata', 'coca', 'violáceo', 'frutal', 'nota', 'especiado', 'balsámico', 'goloso', 'fresco']","['cata', 'coca', 'violáceo', 'frutal', 'nota', 'especiado', 'balsámico', 'goloso', 'fresco']"
51,Rosado,Alberto, cata alfredo arribas           “claret rosat” rosado  natural aftutado y jugoso   ,"['cata', 'alfredo', 'arribas', 'claret', 'rosat', 'rosado', 'natural', 'aftutado', 'jugoso']","['cata', 'arribas', 'rosado', 'natural', 'jugoso']","['cata', 'arribas', 'rosado', 'natural', 'jugoso']"
52,Rosado,Alberto,     enomatic grau cítrico floral  fresco redondo y elegante  buen rosado pese a no ser mi línea de vinos preferidos  ,"['enomatic', 'grau', 'cítrico', 'floral', 'fresco', 'redondo', 'elegante', 'buen', 'rosado', 'pese', 'ser', 'línea', 'vinos', 'preferidos']","['enomatic', 'grau', 'cítrico', 'floral', 'fresco', 'redondo', 'elegante', 'rosado', 'pesar', 'línea', 'preferido']","['enomatic', 'grau', 'cítrico', 'floral', 'fresco', 'redondo', 'elegante', 'rosado', 'pesar', 'línea', 'preferido']"
56,Rosado,Bruno Mendes, surprised with this rosé that paired perfectly the  frango no churrasco  a la portuguesa  medium salmon  typical rose spanish color  nose is very funny  strawberries and cream  hints of sweet spices  very nice  dry  high acidity  warming alcohol and creamy body sensation  pretty nice finish with obvious cedar meshed with red berry fruits  with huella de aitana  in the top spanish rosés i had the chance to try  ,"['surprised', 'with', 'this', 'rosé', 'that', 'paired', 'perfectly', 'the', 'frango', 'churrasco', 'portuguesa', 'medium', 'salmon', 'typical', 'rose', 'spanish', 'color', 'nose', 'is', 'very', 'funny', 'strawberries', 'and', 'cream', 'hints', 'of', 'sweet', 'spices', 'very', 'nice', 'dry', 'high', 'acidity', 'warming', 'alcohol', 'and', 'creamy', 'body', 'sensation', 'pretty', 'nice', 'finish', 'with', 'obvious', 'cedar', 'meshed', 'with', 'red', 'berry', 'fruits', 'with', 'huella', 'aitana', 'in', 'the', 'top', 'spanish', 'rosés', 'had', 'the', 'chance', 'to', 'try']","['medium', 'típico', 'español', 'color', 'nariz', 'fresa', 'dulce', 'especia', 'seco', 'acidez', 'alcohol', 'creamy', 'cuerpo', 'sensación', 'final', 'cedar', 'rojo', 'fruta', 'huella', 'top', 'español']","['medium', 'típico', 'español', 'color', 'nariz', 'fresa', 'dulce', 'especia', 'seco', 'acidez', 'alcohol', 'creamy', 'cuerpo', 'sensación', 'final', 'cedar', 'rojo', 'fruta', 'huella', 'top', 'español']"
57,Rosado,Bruno Mendes, round   in roses blind tasting from the world  this one was the easiest one because of proximity    deep pink  youthful aromas ripe red fruits strawberries  candies  sweet fruits  simplicity  off dry attack  mid refreshing acidity  mid alcohol and body  shallow finish  lacks complexity  intensity but it is somehow balanced  clean and if inexpensive  a good buy  we positioned the wine in navarra but it was from cariñena  spanish style although there are better examples  ,"['round', 'in', 'roses', 'blind', 'tasting', 'from', 'the', 'world', 'this', 'one', 'was', 'the', 'easiest', 'one', 'because', 'of', 'proximity', 'deep', 'pink', 'youthful', 'aromas', 'ripe', 'red', 'fruits', 'strawberries', 'candies', 'sweet', 'fruits', 'simplicity', 'off', 'dry', 'attack', 'mid', 'refreshing', 'acidity', 'mid', 'alcohol', 'and', 'body', 'shallow', 'finish', 'lacks', 'complexity', 'intensity', 'but', 'it', 'is', 'somehow', 'balanced', 'clean', 'and', 'if', 'inexpensive', 'good', 'buy', 'we', 'positioned', 'the', 'wine', 'in', 'navarra', 'but', 'it', 'was', 'from', 'cariñena', 'spanish', 'style', 'although', 'there', 'are', 'better', 'examples']","['redondo', 'saborear', 'profundo', 'aroma', 'maduro', 'rojo', 'fruta', 'fresa', 'dulce', 'fruta', 'seco', 'atacar', 'refrescante', 'acidez', 'alcohol', 'cuerpo', 'final', 'complejidad', 'intensidad', 'equilibrado', 'limpio', 'cariñena', 'español', 'estilo']","['redondo', 'saborear', 'profundo', 'aroma', 'maduro', 'rojo', 'fruta', 'fresa', 'dulce', 'fruta', 'seco', 'atacar', 'refrescante', 'acidez', 'alcohol', 'cuerpo', 'final', 'complejidad', 'intensidad', 'equilibrado', 'limpio', 'cariñena', 'español', 'estilo']"
58,Rosado,Bruno Mendes, very nice to start this  fincaallende tasting with a rosie  salmon pale color  nice brightness  the nose has a methalic hint and after some playing  the notes of fresh red fruit come across  dry attack  very fresh  nice bitterness inviting the next glass  nice fresh start  ,"['very', 'nice', 'to', 'start', 'this', 'fincaallende', 'tasting', 'with', 'rosie', 'salmon', 'pale', 'color', 'nice', 'brightness', 'the', 'nose', 'methalic', 'hint', 'and', 'after', 'some', 'playing', 'the', 'notes', 'of', 'fresh', 'red', 'fruit', 'come', 'across', 'dry', 'attack', 'very', 'fresh', 'nice', 'bitterness', 'inviting', 'the', 'next', 'glass', 'nice', 'fresh', 'start']","['saborear', 'color', 'brillante', 'nariz', 'playa', 'notar', 'fresco', 'rojo', 'fruta', 'seco', 'atacar', 'fresco', 'amargura', 'copa', 'fresco']","['saborear', 'color', 'brillante', 'nariz', 'playa', 'notar', 'fresco', 'rojo', 'fruta', 'seco', 'atacar', 'fresco', 'amargura', 'copa', 'fresco']"
59,Rosado,Bruno Mendes, best rosie tasted back in september in sommelier course  and it comes from sierra nevada  dark rose color  the nose has hints of youthness  still very green with some gas  the mouthfeel is a surprise  very fruitty  well structured and large  good acidity with a balsamic post  very pleasant surprise  to drink during an after piste party  great value  ,"['best', 'rosie', 'tasted', 'back', 'in', 'september', 'in', 'sommelier', 'course', 'and', 'it', 'comes', 'from', 'sierra', 'nevada', 'dark', 'rose', 'color', 'the', 'nose', 'hints', 'of', 'youthness', 'still', 'very', 'green', 'with', 'some', 'gas', 'the', 'mouthfeel', 'is', 'surprise', 'very', 'fruitty', 'well', 'structured', 'and', 'large', 'good', 'acidity', 'with', 'balsamic', 'post', 'very', 'pleasant', 'surprise', 'to', 'drink', 'during', 'an', 'after', 'piste', 'party', 'great', 'value']","['probar', 'comer', 'sierra', 'orcuro', 'color', 'nariz', 'green', 'sorpresa', 'bien', 'largo', 'acidez', 'balsámico', 'posterior', 'placer', 'sorpresa', 'beber', 'estupendo', 'value']","['probar', 'comer', 'sierra', 'orcuro', 'color', 'nariz', 'green', 'sorpresa', 'bien', 'largo', 'acidez', 'balsámico', 'posterior', 'placer', 'sorpresa', 'beber', 'estupendo', 'value']"
60,Rosado,Bruno Mendes, good rosie surprise     onion color  nice brightness  perlach is fine and slow  nose could be of a young red  some vanilla  bread and lemonpeel  mouth is nicely dry  bubbles are very well integrated  round and frank  very pleasant  ,"['good', 'rosie', 'surprise', 'onion', 'color', 'nice', 'brightness', 'perlach', 'is', 'fine', 'and', 'slow', 'nose', 'could', 'be', 'of', 'young', 'red', 'some', 'vanilla', 'bread', 'and', 'lemonpeel', 'mouth', 'is', 'nicely', 'dry', 'bubbles', 'are', 'very', 'well', 'integrated', 'round', 'and', 'frank', 'very', 'pleasant']","['sorpresa', 'color', 'brillante', 'bien', 'nariz', 'joven', 'rojo', 'vainilla', 'boca', 'seco', 'bien', 'integrada', 'redondo', 'placer']","['sorpresa', 'color', 'brillante', 'bien', 'nariz', 'joven', 'rojo', 'vainilla', 'boca', 'seco', 'bien', 'integrada', 'redondo', 'placer']"
61,Rosado,Bruno Mendes, nice bloody color  short nose with nice iron flavour  mouthfeel is very fresh with good acidity  the strawberries stay for half minute  yummy wine  ,"['nice', 'bloody', 'color', 'short', 'nose', 'with', 'nice', 'iron', 'flavour', 'mouthfeel', 'is', 'very', 'fresh', 'with', 'good', 'acidity', 'the', 'strawberries', 'stay', 'for', 'half', 'minute', 'yummy', 'wine']","['color', 'nariz', 'fresco', 'acidez', 'fresa', 'delicioso']","['color', 'nariz', 'fresco', 'acidez', 'fresa', 'delicioso']"
62,Rosado,El retonno de la jirafa, tiempo tanto sin tomarlo como de estar en este sitio  reconozco que si bien la bodega me gusta mucho  con éste no consigo llevarme bien  eutiquio  césar e ignacio príncipe  alguna cata con este último  viñedos en fuensaldaña  corcos y trigueros del valle  con vides viejas y muchas veces mezcladas  me gustan sus tintos  en rosado casi prefiero charlatán  este es un clarete por mezcla de tempranillo  verdejo y albillo mayor  alude a los amigos de lo ajeno que podían hacer un vino de este corte con visitas  ,"['tiempo', 'tomarlo', 'sitio', 'reconozco', 'si', 'bien', 'bodega', 'gusta', 'éste', 'consigo', 'llevarme', 'bien', 'eutiquio', 'césar', 'ignacio', 'príncipe', 'alguna', 'cata', 'último', 'viñedos', 'fuensaldaña', 'corcos', 'trigueros', 'valle', 'vides', 'viejas', 'muchas', 'veces', 'mezcladas', 'gustan', 'tintos', 'rosado', 'casi', 'prefiero', 'charlatán', 'clarete', 'mezcla', 'tempranillo', 'verdejo', 'albillo', 'mayor', 'alude', 'amigos', 'ajeno', 'podían', 'hacer', 'vino', 'corte', 'visitas']","['tiempo', 'tomar', 'reconocer', 'bodega', 'gustar', 'césar', 'cata', 'último', 'viñedo', 'valle', 'vid', 'vieja', 'vez', 'mezclada', 'gustar', 'tinto', 'rosado', 'preferir', 'clarete', 'mezcla', 'tempranillo', 'verdejo', 'albillo', 'mayor', 'amigo', 'corte']","['tiempo', 'tomar', 'reconocer', 'bodega', 'gustar', 'césar', 'cata', 'último', 'viñedo', 'valle', 'vid', 'vieja', 'vez', 'mezclada', 'gustar', 'tinto', 'rosado', 'preferir', 'clarete', 'mezcla', 'tempranillo', 'verdejo', 'albillo', 'mayor', 'amigo', 'corte']"
63,Rosado,El retonno de la jirafa, se   seguimos con este rosado elaborado al    con manto negro de vides en santa maría del camí en mismo terreno arcilloso calcáreo  se trabaja la fermentación a baja temperatura en inox y aquí hay reposo vino lías de cuatro meses  color entre asalmonado y anaranjado brillante  nariz de media intensidad  hay fruta roja como cereza  fresa  aromas florales como lila  dejes lácteos suave y ligera sensación balsámica propia de la fruta  en boca es seco  de acidez media    hay la misma sensación de fruta que  ,"['seguimos', 'rosado', 'elaborado', 'manto', 'negro', 'vides', 'santa', 'maría', 'camí', 'mismo', 'terreno', 'arcilloso', 'calcáreo', 'trabaja', 'fermentación', 'baja', 'temperatura', 'inox', 'aquí', 'reposo', 'vino', 'lías', 'cuatro', 'meses', 'color', 'asalmonado', 'anaranjado', 'brillante', 'nariz', 'media', 'intensidad', 'fruta', 'roja', 'cereza', 'fresa', 'aromas', 'florales', 'lila', 'dejes', 'lácteos', 'suave', 'ligera', 'sensación', 'balsámica', 'propia', 'fruta', 'boca', 'seco', 'acidez', 'media', 'misma', 'sensación', 'fruta']","['rosado', 'elaborado', 'manto', 'negro', 'vid', 'mismo', 'terreno', 'arcilloso', 'calcáreo', 'trabajar', 'fermentación', 'baja', 'temperatura', 'inoxidable', 'reposar', 'cuatro', 'color', 'asalmonado', 'anaranjado', 'brillante', 'nariz', 'intensidad', 'fruta', 'rojo', 'cereza', 'fresa', 'aroma', 'floral', 'lácteo', 'suave', 'ligero', 'sensación', 'balsámico', 'propia', 'fruta', 'boca', 'seco', 'acidez', 'mismo', 'sensación', 'fruta']","['rosado', 'elaborado', 'manto', 'negro', 'vid', 'mismo', 'terreno', 'arcilloso', 'calcáreo', 'trabajar', 'fermentación', 'baja', 'temperatura', 'inoxidable', 'reposar', 'cuatro', 'color', 'asalmonado', 'anaranjado', 'brillante', 'nariz', 'intensidad', 'fruta', 'rojo', 'cereza', 'fresa', 'aroma', 'floral', 'lácteo', 'suave', 'ligero', 'sensación', 'balsámico', 'propia', 'fruta', 'boca', 'seco', 'acidez', 'mismo', 'sensación', 'fruta']"
64,Rosado,El retonno de la jirafa, no necesario presentar la bodega  éste le he visto con dos aspectos llamativos  mas liviano de color que otras veces incluso y muy cítrico  se trata de una garnacha vieja de tudelilla que macera   horas  contacto con nieve carbónica  sangrado y a inox  joven pues  color casi de un típico blush esta vez  salmón pálido apenas perceptible  nariz de frutillos rojos ácidos  cítricos y herbáceas suaves  apuntes minerales  en boca es donde personalmente me cuesta esta añada un poquito  los cítricos están por  ,"['necesario', 'presentar', 'bodega', 'éste', 'visto', 'dos', 'aspectos', 'llamativos', 'mas', 'liviano', 'color', 'veces', 'incluso', 'cítrico', 'trata', 'garnacha', 'vieja', 'tudelilla', 'macera', 'horas', 'contacto', 'nieve', 'carbónica', 'sangrado', 'inox', 'joven', 'pues', 'color', 'casi', 'típico', 'blush', 'vez', 'salmón', 'pálido', 'apenas', 'perceptible', 'nariz', 'frutillos', 'rojos', 'ácidos', 'cítricos', 'herbáceas', 'suaves', 'apuntes', 'minerales', 'boca', 'personalmente', 'cuesta', 'añada', 'poquito', 'cítricos']","['necesario', 'bodega', 'visto', 'aspecto', 'liviano', 'color', 'vez', 'cítrico', 'tratar', 'garnacha', 'vieja', 'hora', 'contacto', 'carbónica', 'sangrado', 'inoxidable', 'joven', 'color', 'típico', 'vez', 'salmón', 'pálido', 'perceptible', 'nariz', 'fruta', 'rojo', 'ácido', 'cítrico', 'herbáceo', 'suave', 'apunte', 'mineral', 'boca', 'personalmente', 'costar', 'añada', 'poco', 'cítrico']","['necesario', 'bodega', 'visto', 'aspecto', 'liviano', 'color', 'vez', 'cítrico', 'tratar', 'garnacha', 'vieja', 'hora', 'contacto', 'carbónica', 'sangrado', 'inoxidable', 'joven', 'color', 'típico', 'vez', 'salmón', 'pálido', 'perceptible', 'nariz', 'fruta', 'rojo', 'ácido', 'cítrico', 'herbáceo', 'suave', 'apunte', 'mineral', 'boca', 'personalmente', 'costar', 'añada', 'poco', 'cítrico']"
65,Rosado,El retonno de la jirafa, se   salvueros o hijos de marcos gómez en realidad  bodega familiar de    hoy los nietos del fundador al frente con una bodega muy moderna de   cerca de mucientes  su rosado de garnacha gris me parece una exquisitez  éste es un rosado elaborado con vides de mas de   años en una zona con mucho canto rodado  con un    de tempranillo y un    de verdejo y albillo mayor  todo en inox  joven  color frambuesa brillante y ligera sensación de primarios azules  de los   primarios  éste de vino joven    ,"['salvueros', 'hijos', 'marcos', 'gómez', 'realidad', 'bodega', 'familiar', 'hoy', 'nietos', 'fundador', 'frente', 'bodega', 'moderna', 'cerca', 'mucientes', 'rosado', 'garnacha', 'gris', 'parece', 'exquisitez', 'éste', 'rosado', 'elaborado', 'vides', 'mas', 'años', 'zona', 'canto', 'rodado', 'tempranillo', 'verdejo', 'albillo', 'mayor', 'inox', 'joven', 'color', 'frambuesa', 'brillante', 'ligera', 'sensación', 'primarios', 'azules', 'primarios', 'éste', 'vino', 'joven']","['hijo', 'marcos', 'realidad', 'bodega', 'familiar', 'fundador', 'bodega', 'moderno', 'rosado', 'garnacha', 'gris', 'parecer', 'rosado', 'elaborado', 'vid', 'año', 'zona', 'canto', 'rodado', 'tempranillo', 'verdejo', 'albillo', 'mayor', 'inoxidable', 'joven', 'color', 'frambuesa', 'brillante', 'ligero', 'sensación', 'primario', 'azul', 'primario', 'joven']","['hijo', 'marcos', 'realidad', 'bodega', 'familiar', 'fundador', 'bodega', 'moderno', 'rosado', 'garnacha', 'gris', 'parecer', 'rosado', 'elaborado', 'vid', 'año', 'zona', 'canto', 'rodado', 'tempranillo', 'verdejo', 'albillo', 'mayor', 'inoxidable', 'joven', 'color', 'frambuesa', 'brillante', 'ligero', 'sensación', 'primario', 'azul', 'primario', 'joven']"
66,Rosado,El retonno de la jirafa, se   había tomado emina rosé prestigio  éste es su hermano pequeño  diferencias no muy elevadas en mi opinión  del viñedo terrón blanco en quintanilla de trigueros en   ha de terrenos bastante calizos  vides en espaldera de    elaborado como un clarete  no como rosado  se usan en tintas tempranillo  garnacha  cs y merlot y la blanca es la verdejo  está elaborado en realidad por bodega valdelosfrailes en cubillas de santa marta  todo queda en casa  color fresa anaranjado suave y brillante  nariz de  ,"['tomado', 'emina', 'rosé', 'prestigio', 'éste', 'hermano', 'pequeño', 'diferencias', 'elevadas', 'opinión', 'viñedo', 'terrón', 'blanco', 'quintanilla', 'trigueros', 'terrenos', 'bastante', 'calizos', 'vides', 'espaldera', 'elaborado', 'clarete', 'rosado', 'usan', 'tintas', 'tempranillo', 'garnacha', 'cs', 'merlot', 'blanca', 'verdejo', 'elaborado', 'realidad', 'bodega', 'valdelosfrailes', 'cubillas', 'santa', 'marta', 'queda', 'casa', 'color', 'fresa', 'anaranjado', 'suave', 'brillante', 'nariz']","['tomar', 'prestigio', 'hermano', 'pequeña', 'diferencia', 'opinión', 'viñedo', 'blanca', 'quintanilla', 'terreno', 'bastante', 'caliza', 'vid', 'espaldera', 'elaborado', 'clarete', 'rosado', 'tinta', 'tempranillo', 'garnacha', 'cs', 'merlot', 'blanca', 'verdejo', 'elaborado', 'realidad', 'bodega', 'casa', 'color', 'fresa', 'anaranjado', 'suave', 'brillante', 'nariz']","['tomar', 'prestigio', 'hermano', 'pequeña', 'diferencia', 'opinión', 'viñedo', 'blanca', 'quintanilla', 'terreno', 'bastante', 'caliza', 'vid', 'espaldera', 'elaborado', 'clarete', 'rosado', 'tinta', 'tempranillo', 'garnacha', 'cs', 'merlot', 'blanca', 'verdejo', 'elaborado', 'realidad', 'bodega', 'casa', 'color', 'fresa', 'anaranjado', 'suave', 'brillante', 'nariz']"
67,Rosado,El retonno de la jirafa, esta vez un poquito a la baja  vino icónico de javier ochoa  padre y alma mater  que lo empezó a hacer en el    por sangrado de garnacha  cs y merlot de su finca el bosque de traibuenas  tiene   ha y además también plantado moscatel de grano menudo que aquí no entra   kg de uva son necesarios por botella debido al empleo de vino de lágrima o mosto flor o como cada uno lo prefiera llamar  o sea sin usar pasta prensada y de la parte primigenia  entre   y   horas para color  inox joven  color rosa fresa   ,"['vez', 'poquito', 'baja', 'vino', 'icónico', 'javier', 'ochoa', 'padre', 'alma', 'mater', 'empezó', 'hacer', 'sangrado', 'garnacha', 'cs', 'merlot', 'finca', 'bosque', 'traibuenas', 'además', 'plantado', 'moscatel', 'grano', 'menudo', 'aquí', 'entra', 'kg', 'uva', 'necesarios', 'botella', 'debido', 'empleo', 'vino', 'lágrima', 'mosto', 'flor', 'cada', 'prefiera', 'llamar', 'usar', 'pasta', 'prensada', 'parte', 'primigenia', 'horas', 'color', 'inox', 'joven', 'color', 'rosa', 'fresa']","['vez', 'poco', 'baja', 'alma', 'empezar', 'sangrado', 'garnacha', 'cs', 'merlot', 'finca', 'bosque', 'plantada', 'moscatel', 'grano', 'menudo', 'entrar', 'kg', 'uva', 'botella', 'deber', 'lágrima', 'mosto', 'flor', 'hora', 'color', 'inoxidable', 'joven', 'color', 'rosa', 'fresa']","['vez', 'poco', 'baja', 'alma', 'empezar', 'sangrado', 'garnacha', 'cs', 'merlot', 'finca', 'bosque', 'plantada', 'moscatel', 'grano', 'menudo', 'entrar', 'kg', 'uva', 'botella', 'deber', 'lágrima', 'mosto', 'flor', 'hora', 'color', 'inoxidable', 'joven', 'color', 'rosa', 'fresa']"
68,Rosado,El retonno de la jirafa, tras dos generaciones como viticultores en sesma  navarra  javier asensio funda su bodega en      años después su hijo ignacio asensio continúa con el proyecto  su nueva imagen  la ballena de su bisabuelo y colores modernos  filosofía e ilusión  son   ha de viñedo en margas calizas  zona árida y de bajos rendimientos  poco mas de     litros  pequeña  éste es un cs por sangrado y joven en inox  color rosado guinda brillante  nariz flora con frutas como fresa y albaricoque  leve sensación herbácea   ,"['tras', 'dos', 'generaciones', 'viticultores', 'sesma', 'navarra', 'javier', 'asensio', 'funda', 'bodega', 'años', 'después', 'hijo', 'ignacio', 'asensio', 'continúa', 'proyecto', 'nueva', 'imagen', 'ballena', 'bisabuelo', 'colores', 'modernos', 'filosofía', 'ilusión', 'viñedo', 'margas', 'calizas', 'zona', 'árida', 'bajos', 'rendimientos', 'mas', 'litros', 'pequeña', 'éste', 'cs', 'sangrado', 'joven', 'inox', 'color', 'rosado', 'guinda', 'brillante', 'nariz', 'flora', 'frutas', 'fresa', 'albaricoque', 'leve', 'sensación', 'herbácea']","['generación', 'viticultor', 'fundar', 'bodega', 'año', 'hijo', 'proyecto', 'nueva', 'imagen', 'color', 'moderno', 'filosofía', 'ilusión', 'viñedo', 'marga', 'caliza', 'zona', 'bajos', 'rendimiento', 'litro', 'pequeña', 'cs', 'sangrado', 'joven', 'inoxidable', 'color', 'rosado', 'guinda', 'brillante', 'nariz', 'fruta', 'fresa', 'albaricoque', 'leve', 'sensación', 'herbáceo']","['generación', 'viticultor', 'fundar', 'bodega', 'año', 'hijo', 'proyecto', 'nueva', 'imagen', 'color', 'moderno', 'filosofía', 'ilusión', 'viñedo', 'marga', 'caliza', 'zona', 'bajos', 'rendimiento', 'litro', 'pequeña', 'cs', 'sangrado', 'joven', 'inoxidable', 'color', 'rosado', 'guinda', 'brillante', 'nariz', 'fruta', 'fresa', 'albaricoque', 'leve', 'sensación', 'herbáceo']"
