source,target,weight
esforzado,sobreponer,15
acidez,leve,15
floral,destello,15
indomable,bravo,15
superación,vitalidad,15
superación,épico,15
agradable,paladar,15
blanca,coupage,15
esforzado,sobrevivir,15
valiente,osado,15
valiente,épico,15
elaborado,final,15
elaborado,suave,15
entrada,destello,15
resistencia,indomable,15
blanca,persistencia,15
garnacha,floral,15
acidez,fácil,15
aguante,invencible,15
aguante,memorable,15
beber,fácil,15
superación,aguante,15
superación,denodado,15
indomable,impertable,15
indomable,invencible,15
indomable,memorable,15
balsámico,nota,15
acidez,interesante,15
acidez,merlot,15
fresco,sensación,15
rojo,fina,15
rojo,postgusto,15
superación,memorable,15
superación,osado,15
memorable,flema,15
memorable,fondo,15
memorable,fortaleza,15
memorable,impertable,15
memorable,invencible,15
memorable,osado,15
resignación,aguante,15
indomable,adaptación,15
floral,intenso,15
indomable,denodado,15
aguante,firmeza,15
aguante,flema,15
aguante,fondo,15
aguante,fortaleza,15
aguante,impertable,15
aguante,indomable,15
resistencia,vitalidad,15
resistencia,épico,15
elaborado,tempranillo,15
persistencia,cítrico,15
resignación,memorable,15
resignación,osado,15
resignación,denodado,15
entrada,agradable,15
resistencia,memorable,15
resistencia,osado,15
esforzado,fondo,15
esforzado,fortaleza,15
esforzado,fuerza,15
esforzado,impertable,15
cebolla,brillante,15
memorable,firmeza,15
indomable,recuperar,15
indomable,tolerancia,15
indomable,valiente,15
sobrevivir,aguante,15
grande,indomable,15
aguante,osado,15
crianza,fresco,15
crianza,rosa,15
fruta,corto,15
grande,memorable,15
grande,osado,15
nota,correcto,15
superación,indomable,15
grande,vitalidad,15
grande,épico,15
suave,frutal,15
fresa,baja,15
esforzado,épico,15
cata,fruta,15
resignación,indomable,15
recuperar,denodado,15
invulnerabilidad,indomable,15
invulnerabilidad,memorable,15
elaborado,paladar,15
esforzado,sufrimiento,15
esforzado,superación,15
esforzado,tolerancia,15
invulnerabilidad,vitalidad,15
invulnerabilidad,épico,15
resignación,épico,15
memorable,recuperar,15
indomable,osado,15
aroma,baja,15
sobrevivir,denodado,15
sobrevivir,indomable,15
aguante,recuperar,15
aguante,tolerancia,15
aguante,valiente,15
aguante,vitalidad,15
aguante,épico,15
equilibrado,boca,15
sobrevivir,memorable,15
sobrevivir,osado,15
grande,aguante,15
grande,denodado,15
grande,esforzado,15
fresa,destello,15
flor,elaborado,15
fuerza,denodado,15
invulnerabilidad,aguante,15
invulnerabilidad,denodado,15
fuerza,indomable,15
color,beber,15
color,sutil,15
color,sabor,15
invulnerabilidad,osado,15
valiente,denodado,15
resignación,vitalidad,15
fuerza,memorable,15
fuerza,osado,15
sobreponer,vitalidad,15
memorable,valiente,15
fuerza,aguante,15
aroma,cuerpo,15
sobreponer,aguante,15
vitalidad,fortaleza,15
vitalidad,impertable,15
vitalidad,invencible,15
memorable,vitalidad,15
memorable,épico,15
frutal,rosa,15
cebolla,final,15
sobreponer,épico,15
sobrevivir,vitalidad,15
pálido,final,15
fruta,punto,15
brillante,sensación,15
boca,sangrado,15
fresa,salmón,15
sobrevivir,épico,15
invencible,osado,15
fuerza,vitalidad,15
fuerza,épico,15
vitalidad,osado,15
vitalidad,recuperar,15
vitalidad,tolerancia,15
vitalidad,valiente,15
vitalidad,épico,15
sobreponer,memorable,15
sobreponer,osado,15
invencible,épico,15
boca,sutil,15
amargo,rosado,15
amargo,color,15
postgusto,rosa,15
postgusto,fresco,15
fruta,potente,15
épico,fortaleza,15
fortaleza,osado,15
osado,flema,15
vitalidad,adaptación,15
vitalidad,bravo,15
vitalidad,denodado,15
memorable,tolerancia,15
intrépido,épico,15
potencia,fondo,15
adaptación,osado,15
adaptación,épico,15
épico,flema,15
épico,fondo,15
energía,épico,15
fruta,sabor,15
denodado,firmeza,15
toque,frambuesa,15
recuperar,osado,15
recuperar,épico,15
rosado,azúcar,15
estoicismo,aguante,15
estoicismo,denodado,15
sufrimiento,indomable,15
estoicismo,indomable,15
osado,fondo,15
dulce,rosa,15
sobreponer,denodado,15
sobreponer,indomable,15
impertable,osado,15
impertable,épico,15
energía,osado,15
adaptación,potencia,14
tolerancia,potencia,14
osado,potencia,14
fortaleza,potencia,14
fina,nariz,14
fruta,alta,14
syrah,fresa,14
syrah,rosa,14
fruta,capa,14
fruta,claro,14
fresa,sensación,14
fresa,recordar,14
fruta,inoxidable,14
floral,cereza,14
floral,lágrima,14
floral,herbáceo,14
blanca,limpio,14
floral,paladar,14
superación,potencia,14
tinto,fresco,14
gusto,fresco,14
rcp,destello,14
blanca,herbáceo,14
blanca,floral,14
destello,suave,14
destello,rosado,14
goloso,rcp,14
cabernet,rosado,14
limpio,salmón,14
interesante,fruta,14
rosado,verdot,14
uva,cereza,14
rosado,potente,14
toque,uva,14
rosado,parecer,14
rosado,aromático,14
rosado,anterior,14
toque,ligero,14
glicérico,boca,14
rosado,variedad,14
botella,uva,14
paciencia,potencia,14
botella,producción,14
año,nariz,14
botella,cereza,14
botella,brillante,14
botella,blanca,14
resistencia,potencia,14
elaborado,largo,14
entrada,floral,14
entrada,frambuesa,14
resignación,potencia,14
color,alta,14
color,glicérico,14
color,punto,14
paladar,largo,14
color,barrica,14
paladar,lágrima,14
color,inoxidable,14
color,etiqueta,14
color,probar,14
dulce,aroma,14
dulce,brillante,14
color,potente,14
color,menos,14
color,gusto,14
sobreponer,potencia,14
fuerza,potencia,14
invulnerabilidad,potencia,14
salmón,brillante,14
esforzado,potencia,14
marcada,nariz,14
vigor,potencia,14
estoicismo,potencia,14
sufrimiento,potencia,14
acidez,ácido,14
intrépido,potencia,14
acidez,beber,14
frambuesa,suave,14
frambuesa,recordar,14
frambuesa,frutal,14
frambuesa,coupage,14
joven,nota,14
suave,tempranillo,14
acidez,crianza,14
grande,potencia,14
sobrevivir,potencia,14
amargo,boca,14
aroma,sabor,14
anaranjado,rosa,14
aroma,afrutado,14
aroma,fondo,14
aroma,madura,14
aroma,untuoso,14
persistencia,untuoso,14
equilibrado,aroma,14
aguante,potencia,14
garnacha,pálido,14
balsámico,boca,14
cuerpo,largo,14
indomable,potencia,14
memorable,potencia,14
grosella,nota,14
grosella,fresco,14
cebolla,elaborado,14
monovarietal,boca,14
vitalidad,potencia,14
rosa,herbáceo,14
postgusto,largo,14
rosa,coupage,14
valiente,potencia,14
tempranillo,final,14
recuperar,potencia,14
denodado,potencia,14
mineral,final,14
mineral,rosa,14
roble,barrica,14
bravo,potencia,14
herbáceo,fácil,14
rojo,bastante,14
rojo,equilibrado,14
rojo,balsámico,14
firmeza,potencia,14
intensidad,herbáceo,14
intensidad,floral,14
fresco,poder,14
fresco,asalmonado,14
rojo,mejor,14
rojo,sutil,14
fresco,sutil,14
rojo,año,14
rojo,potente,14
nota,afrutado,14
afrutado,boca,14
brillante,sabroso,14
brillante,correcto,14
boca,fondo,14
boca,fácil,14
bodega,agradable,14
invencible,potencia,14
impertable,potencia,14
bodega,merlot,14
energía,potencia,14
épico,potencia,14
potencia,flema,14
bodega,interesante,13
intensidad,persistencia,13
bodega,syrah,13
fresa,salud,13
rojo,amargo,13
rojo,tinto,13
rojo,sedoso,13
frambuesa,cítrico,13
floral,correcto,13
botella,elaborado,13
garnacha,viura,13
bastante,boca,13
leve,herbáceo,13
acidez,punto,13
frambuesa,golosina,13
floral,frutal,13
fresa,grosella,13
rojo,negro,13
floral,untuoso,13
aromático,boca,13
fresa,leve,13
flor,suave,13
fresco,madura,13
fresco,afrutado,13
rojo,asalmonado,13
botella,crianza,13
mineral,rcp,13
fresa,correcto,13
fresa,bastante,13
tinto,fruta,13
rojo,caramelo,13
recordar,frutal,13
acidez,fondo,13
rojo,glicérico,13
nota,sensación,13
rcp,cereza,13
blanca,suave,13
cebolla,floral,13
suave,intenso,13
nota,coupage,13
rojo,alta,13
nota,volúmen,13
intensidad,frambuesa,13
persistencia,limpio,13
persistencia,floral,13
leve,brillante,13
entrada,lágrima,13
entrada,uva,13
rojo,fermentación,13
fruta,afrutado,13
rcp,cítrico,13
acidez,menos,13
acidez,elegante,13
cebolla,toque,13
rcp,golosina,13
punto,boca,13
año,boca,13
garnacha,rcp,13
fruta,primer,13
fruta,frescor,13
flor,limpio,13
recomendable,fruta,13
marcada,nota,13
marcada,aroma,13
pequeña,poder,13
acidez,barrica,13
fruta,junto,13
blanca,crianza,13
rosa,untuoso,13
herbáceo,intenso,13
bodega,joven,13
año,frambuesa,13
botella,suave,13
fruta,menos,13
blanca,final,13
merlot,fresco,13
ribete,boca,13
destello,salud,13
destello,frambuesa,13
uva,paladar,13
amargo,acidez,13
beber,boca,13
fruta,fermentación,13
uva,final,13
salmón,suave,13
garnacha,elaborado,13
toque,blanca,13
probar,fresco,13
roble,fruta,13
excelente,fruta,13
fina,fresa,13
anaranjado,final,13
grosella,brillante,13
añada,fruta,13
rosado,manzana,13
rosado,francés,13
color,negro,13
color,añada,13
baja,rosa,13
bodega,golosina,13
barrica,tempranillo,13
rosado,tomar,13
rosado,copa,13
melocotón,boca,13
aroma,sabroso,13
color,interesante,13
rosado,caramelo,13
color,asalmonado,13
cebolla,paladar,13
toque,flor,13
limpio,ligero,13
limpio,piel,13
final,correcto,13
tempranillo,viura,13
color,alcohol,13
limpio,recordar,13
limpio,paladar,13
bodega,primer,13
nariz,sutil,13
color,claro,13
nariz,mejor,13
equilibrado,acidez,13
bodega,coupage,13
mineral,fresa,13
nariz,balsámico,13
nariz,ácido,13
mineral,floral,13
elaborado,merlot,13
elaborado,frambuesa,13
elaborado,lágrima,13
garnacha,botella,12
rcp,grosella,12
pequeña,fresco,12
fruta,ribete,12
fruta,nueva,12
blanca,fácil,12
negro,boca,12
nariz,fondo,12
nariz,sangrado,12
nariz,bastante,12
color,finca,12
color,fondo,12
color,aromático,12
color,ribete,12
color,variedad,12
color,frescor,12
persistencia,sabroso,12
fruta,aromático,12
fruta,creer,12
caramelo,nota,12
syrah,nota,12
merlot,nariz,12
bodega,dulce,12
bodega,mejor,12
bodega,viñedo,12
dulce,fresco,12
etiqueta,rosado,12
floral,salmón,12
floral,anaranjado,12
flor,final,12
flor,nota,12
fresa,caramelo,12
persistencia,final,12
barrica,francés,12
barrica,fresco,12
brillante,golosina,12
brillante,sangrado,12
brillante,fácil,12
fruta,pequeña,12
syrah,final,12
cata,botella,12
merlot,rosa,12
merlot,brillante,12
capa,boca,12
toque,crianza,12
limpio,cuerpo,12
bodega,frutal,12
fina,largo,12
suave,cítrico,12
pálido,frambuesa,12
postgusto,acidez,12
joven,coupage,12
floral,recordar,12
acidez,alta,12
melocotón,rosado,12
toque,intenso,12
toque,fácil,12
rosado,afrutado,12
garnacha,suave,12
destello,seco,12
blanca,elaborado,12
copa,poder,12
postgusto,rcp,12
uva,lágrima,12
crianza,nariz,12
fina,frambuesa,12
tempranillo,sangrado,12
botella,rosa,12
botella,gustar,12
rojo,francés,12
fruta,fondo,12
fruta,variedad,12
rcp,baja,12
rcp,uva,12
rcp,frutal,12
rojo,poder,12
garnacha,seco,12
rosado,madura,12
acidez,azúcar,12
rojo,junto,12
rojo,fondo,12
nariz,poder,12
nariz,menos,12
dulce,final,12
botella,flor,12
color,corto,12
elaborado,frutal,12
rico,rosado,12
roble,rosado,12
pálido,ligero,12
pálido,suave,12
color,capa,12
seco,untuoso,12
rosado,asalmonado,12
melocotón,rosa,12
sedoso,boca,12
flor,pálido,12
boca,claro,12
crianza,boca,12
alcohol,nariz,12
alcohol,boca,12
anaranjado,nota,12
boca,potente,12
mineral,cebolla,12
junto,boca,12
largo,intenso,12
largo,golosina,12
dulce,nota,12
garnacha,crianza,12
corto,boca,12
elaborado,herbáceo,12
fresa,fácil,12
rojo,recomendable,12
rojo,naranja,12
rosado,viura,12
rosado,fermentación,12
amargo,fresco,12
alcohol,fruta,12
cata,fresa,12
color,especiado,12
untuoso,final,12
tinto,boca,12
blanca,recordar,12
suave,ligero,12
elaborado,intenso,12
bastante,fresco,12
agradable,frambuesa,12
agradable,salmón,12
joven,brillante,12
bodega,final,12
bodega,cereza,12
cuerpo,seco,12
bodega,herbáceo,12
bodega,gustar,12
agradable,frutal,12
intensidad,destello,12
floral,uva,12
hermano,rosado,12
frambuesa,untuoso,12
botella,año,12
garnacha,cítrico,12
intensidad,untuoso,12
elaborado,golosina,11
acidez,glicérico,11
frambuesa,cuerpo,11
flor,intenso,11
floral,piel,11
floral,golosina,11
elaborado,ligero,11
bodega,poder,11
cereza,intenso,11
cuerpo,nota,11
rojo,sabor,11
floral,fácil,11
fresa,volúmen,11
agradable,pálido,11
acidez,recomendable,11
recordar,final,11
fresa,año,11
fresa,sangrado,11
blanca,intensidad,11
rojo,primer,11
blanca,frutal,11
tinto,fresa,11
untuoso,sabroso,11
bodega,recordar,11
grosella,tempranillo,11
baja,nota,11
untuoso,cítrico,11
color,pequeña,11
roble,francés,11
anaranjado,fresco,11
rosado,maceración,11
vez,fruta,11
rojo,afrutado,11
elaborado,sangrado,11
botella,tempranillo,11
balsámico,final,11
balsámico,brillante,11
rosado,viñedo,11
garnacha,año,11
etiqueta,boca,11
etiqueta,fresco,11
etiqueta,nariz,11
mineral,piel,11
pálido,tempranillo,11
rojo,menos,11
rosa,fácil,11
boca,asalmonado,11
crianza,floral,11
crianza,brillante,11
boca,manzana,11
entrada,piel,11
fresco,variedad,11
fresco,viura,11
fresa,poder,11
fresa,joven,11
especiado,nota,11
rosado,finca,11
color,sedoso,11
toque,dulce,11
producción,fresco,11
seco,fondo,11
seco,coupage,11
persistencia,ligero,11
largo,cereza,11
rcp,seco,11
acidez,frescor,11
rojo,gusto,11
acidez,caramelo,11
cebolla,uva,11
sedoso,fresco,11
limpio,grosella,11
color,francés,11
rosado,balsámico,11
especiado,boca,11
goloso,frambuesa,11
garnacha,cereza,11
rojo,probar,11
pálido,coupage,11
rojo,inoxidable,11
rojo,roble,11
salmón,largo,11
uva,tempranillo,11
amargo,final,11
fruta,francés,11
frutal,tempranillo,11
salud,largo,11
salud,lágrima,11
junto,nota,11
frutal,golosina,11
frutal,brillante,11
destello,piel,11
destello,lágrima,11
toque,tempranillo,11
toque,seco,11
cebolla,frambuesa,11
melocotón,acidez,11
equilibrado,nariz,11
melocotón,nota,11
monovarietal,nariz,11
monovarietal,acidez,11
fresa,madura,11
año,brillante,11
mineral,limpio,11
postgusto,nota,11
blanca,leve,11
suave,seco,11
syrah,brillante,11
rcp,joven,11
destello,salmón,11
fina,aroma,11
bodega,rcp,11
blanca,uva,11
merlot,sangrado,11
limpio,salud,11
elegante,nota,11
toque,merlot,11
color,copa,11
paladar,piel,11
tempranillo,correcto,11
tempranillo,intenso,11
interesante,fresco,11
sangrado,intenso,11
final,fondo,11
final,madura,11
sedoso,rosa,11
syrah,aroma,11
brillante,madura,11
mineral,seco,11
botella,probar,11
año,intenso,11
fresa,glicérico,11
floral,asalmonado,11
acidez,probar,11
flor,ligero,11
floral,salud,11
nariz,volúmen,11
mineral,agradable,11
nariz,corto,11
dulce,suave,11
rosa,ácido,11
syrah,coupage,11
fruta,último,11
acidez,gustar,11
cebolla,entrada,11
cebolla,destello,11
cebolla,limpio,11
color,recomendable,11
color,junto,11
color,manzana,11
color,naranja,11
mineral,frambuesa,11
nariz,afrutado,11
nariz,junto,11
cebolla,rcp,11
garnacha,agradable,11
blanca,sutil,11
suave,salud,11
suave,correcto,11
gusto,boca,11
recomendable,nota,11
flor,rcp,11
fruta,naranja,11
bodega,cítrico,11
garnacha,uva,10
intensidad,fondo,10
fresa,sabroso,10
acidez,naranja,10
frambuesa,piel,10
floral,caramelo,10
rojo,aromático,10
cereza,sensación,10
intenso,golosina,10
garnacha,mejor,10
bodega,sangrado,10
agradable,ligero,10
botella,merlot,10
tempranillo,golosina,10
coupage,ligero,10
fruta,viura,10
gusto,nariz,10
rojo,interesante,10
rojo,maceración,10
garnacha,persistencia,10
agradable,elaborado,10
agradable,destello,10
pequeña,boca,10
fruta,monastrell,10
fruta,gusto,10
fruta,copa,10
blanca,rcp,10
caramelo,fresco,10
alta,fresco,10
recomendable,rcp,10
syrah,sensación,10
rosa,sensación,10
mejor,fresco,10
elaborado,salud,10
bodega,tinto,10
botella,poder,10
botella,seco,10
fruta,producción,10
brillante,coupage,10
bodega,variedad,10
fina,final,10
fina,rosa,10
fruta,dulzor,10
rcp,ligero,10
punto,fresco,10
punto,nariz,10
mineral,lágrima,10
destello,largo,10
uva,salud,10
gustar,nariz,10
frutal,correcto,10
frutal,final,10
frutal,largo,10
beber,nariz,10
gustar,brillante,10
amargo,brillante,10
fruta,maceración,10
salmón,cítrico,10
salmón,seco,10
cebolla,agradable,10
botella,cuerpo,10
nariz,fácil,10
nariz,manzana,10
año,elaborado,10
color,maceración,10
color,paso,10
elaborado,piel,10
tiempo,color,10
rojo,claro,10
rcp,caramelo,10
cebolla,flor,10
seco,piel,10
acidez,año,10
nota,sutil,10
nota,madura,10
rojo,cata,10
agradable,salud,10
entrada,salmón,10
tempranillo,cítrico,10
rojo,corto,10
alcohol,aroma,10
aroma,balsámico,10
melocotón,nariz,10
acidez,gusto,10
rojo,pequeña,10
pálido,rcp,10
pálido,seco,10
fresco,fondo,10
nota,fácil,10
rojo,capa,10
rojo,variedad,10
rojo,frescor,10
toque,salmón,10
rosado,corto,10
vez,fresco,10
goloso,final,10
aroma,sutil,10
paso,fresco,10
boca,frescor,10
roble,crianza,10
color,nueva,10
cata,uva,10
baja,final,10
amargo,blanca,10
goloso,aroma,10
bodega,producción,10
añada,año,10
fresa,sabor,10
fresa,anaranjado,10
rojo,punto,10
flor,agradable,10
flor,persistencia,10
mineral,toque,10
botella,largo,10
dulce,golosina,10
elegante,nariz,10
etiqueta,fruta,10
garnacha,barrica,10
balsámico,fresco,10
botella,rcp,10
botella,barrica,10
seco,tempranillo,10
seco,volúmen,10
seco,correcto,10
rosado,naranja,10
toque,goloso,10
toque,piel,10
lágrima,largo,10
mismo,boca,10
color,vez,10
rosado,dulzor,10
toque,sedoso,10
sedoso,largo,10
monovarietal,nota,10
rojo,añada,10
seco,cereza,10
seco,herbáceo,10
correcto,coupage,10
garnacha,flor,10
garnacha,intenso,10
sedoso,nota,10
cabernet,nariz,10
especiado,cuerpo,10
especiado,largo,10
toque,fina,10
paladar,frambuesa,10
glicérico,nariz,10
naranja,boca,10
rojo,creer,10
rojo,melocotón,10
acidez,alcohol,10
acidez,sensación,10
recordar,nota,10
monovarietal,fresco,10
naranja,nota,10
especiado,fresco,10
interesante,boca,10
nariz,claro,10
nariz,inoxidable,10
equilibrado,rosa,10
cabernet,fruta,10
limpio,madura,10
toque,golosina,10
toque,anaranjado,10
maceración,fresco,10
limpio,elaborado,10
final,cereza,10
final,golosina,10
dulzor,boca,10
limpio,sabroso,10
tinto,nariz,10
hermano,fruta,10
fresco,sabor,10
acidez,sutil,10
acidez,capa,10
acidez,mejor,10
nariz,ribete,10
nariz,frescor,10
bodega,uva,10
mineral,flor,10
color,viura,10
color,cabernet,10
intensidad,madura,10
bodega,añada,10
bodega,fácil,10
cítrico,ligero,10
garnacha,toque,10
agradable,uva,10
menos,fresco,10
agradable,tempranillo,10
floral,cuerpo,10
botella,añada,10
intensidad,cuerpo,10
bodega,crianza,9
bodega,vez,9
bodega,nueva,9
agradable,cereza,9
cebolla,ligero,9
intensidad,ligero,9
botella,herbáceo,9
persistencia,largo,9
frambuesa,grosella,9
fresa,dulzor,9
floral,marcada,9
frambuesa,baja,9
frambuesa,sangrado,9
frambuesa,correcto,9
frambuesa,afrutado,9
flor,merlot,9
corto,rosa,9
agradable,golosina,9
año,nota,9
entrada,cereza,9
entrada,dulce,9
persistencia,salmón,9
frambuesa,madura,9
frambuesa,fondo,9
persistencia,baja,9
etiqueta,cereza,9
garnacha,vez,9
garnacha,ácido,9
garnacha,frutal,9
mineral,intensidad,9
botella,floral,9
entrada,tempranillo,9
volúmen,coupage,9
elaborado,variedad,9
color,dulzor,9
botella,intenso,9
botella,etiqueta,9
barrica,boca,9
joven,suave,9
acidez,cata,9
recordar,cuerpo,9
fresa,untuoso,9
rojo,alcohol,9
acidez,creer,9
acidez,ribete,9
fresa,punto,9
fresa,mejor,9
dulce,frambuesa,9
etiqueta,nota,9
volúmen,intenso,9
largo,cítrico,9
largo,ligero,9
botella,aroma,9
mineral,herbáceo,9
rojo,último,9
fresco,claro,9
aromático,brillante,9
joven,rosa,9
mineral,blanca,9
equilibrado,nota,9
color,mismo,9
nariz,asalmonado,9
nariz,probar,9
limpio,tempranillo,9
limpio,anaranjado,9
elegante,brillante,9
elegante,rosa,9
limpio,frutal,9
nariz,naranja,9
glicérico,fresco,9
toque,pálido,9
toque,cítrico,9
paladar,tempranillo,9
tempranillo,volúmen,9
final,frescor,9
flor,piel,9
flor,frambuesa,9
acidez,poder,9
acidez,sedoso,9
blanca,paladar,9
blanca,agradable,9
blanca,untuoso,9
final,intenso,9
limpio,fondo,9
limpio,correcto,9
limpio,intenso,9
probar,mejor,9
piel,cítrico,9
dulzor,nariz,9
limpio,cereza,9
equilibrado,fresco,9
pálido,untuoso,9
rojo,excelente,9
rosa,asalmonado,9
acidez,aromático,9
anterior,nota,9
acidez,junto,9
frambuesa,leve,9
blanca,probar,9
fresa,inoxidable,9
pálido,cereza,9
pálido,elaborado,9
rcp,gusto,9
fresco,frescor,9
flor,paladar,9
baja,cítrico,9
naranja,cítrico,9
sedoso,fresa,9
sedoso,brillante,9
color,creer,9
paladar,salmón,9
cabernet,boca,9
cabernet,brillante,9
sedoso,aroma,9
sedoso,nariz,9
color,hermano,9
color,tomar,9
color,monastrell,9
mismo,nota,9
mismo,nariz,9
untuoso,largo,9
alta,nota,9
rcp,piel,9
rojo,ribete,9
tomar,fresco,9
goloso,floral,9
aroma,leve,9
aroma,herbáceo,9
aroma,fácil,9
melocotón,fresco,9
maceración,boca,9
nueva,fresco,9
bodega,sabor,9
baja,lágrima,9
baja,brillante,9
cata,cereza,9
paso,boca,9
pequeña,año,9
recomendable,fresco,9
postgusto,brillante,9
postgusto,suave,9
pálido,herbáceo,9
aroma,sensación,9
aroma,negro,9
amargo,seco,9
amargo,floral,9
goloso,golosina,9
añada,boca,9
rosado,maridaje,9
grosella,largo,9
anaranjado,largo,9
amargo,aroma,9
alta,boca,9
suave,lágrima,9
suave,afrutado,9
fruta,casa,9
crianza,tempranillo,9
estilo,fruta,9
boca,variedad,9
boca,sabor,9
boca,poder,9
salmón,frambuesa,9
salmón,baja,9
fruta,manzana,9
recomendable,persistencia,9
inoxidable,fresco,9
gustar,nota,9
tomar,brillante,9
herbáceo,sensación,9
herbáceo,cítrico,9
herbáceo,ligero,9
blanca,fina,9
amargo,toque,9
frutal,cereza,9
junto,fresco,9
postgusto,intenso,9
postgusto,floral,9
fermentación,fresco,9
copa,fresco,9
frutal,intenso,9
amargo,nariz,9
rosa,sabroso,9
destello,uva,9
destello,elaborado,9
fina,lágrima,9
brillante,fondo,9
herbáceo,final,9
herbáceo,sangrado,9
mejor,nota,9
rosa,madura,9
bodega,limpio,9
bodega,probar,9
destello,anaranjado,9
blanca,anaranjado,9
blanca,piel,9
uva,baja,9
uva,piel,9
blanca,merlot,9
merlot,coupage,9
blanca,cuerpo,9
intensidad,leve,9
intensidad,naranja,9
bodega,ligero,9
menos,nota,9
elaborado,cereza,9
tempranillo,largo,9
tempranillo,ácido,9
leve,cítrico,9
cuerpo,rosa,9
cuerpo,cereza,9
rojo,cabernet,9
fresco,francés,9
fresa,afrutado,9
fresa,marcada,9
bodega,flor,9
coupage,viura,9
elaborado,baja,9
agradable,dulce,9
cuerpo,untuoso,9
bodega,tiempo,8
agradable,piel,8
menos,poder,8
mineral,ligero,8
bodega,menos,8
intenso,sabor,8
agradable,ácido,8
rojo,vez,8
botella,ligero,8
botella,pálido,8
tempranillo,francés,8
tempranillo,sensación,8
tempranillo,cereza,8
acidez,viura,8
acidez,negro,8
floral,baja,8
floral,beber,8
frambuesa,joven,8
acidez,tinto,8
flor,herbáceo,8
rojo,monastrell,8
balsámico,largo,8
garnacha,finca,8
tempranillo,caramelo,8
entrada,afrutado,8
entrada,anaranjado,8
garnacha,cata,8
garnacha,baja,8
agradable,grosella,8
añada,nota,8
mineral,largo,8
mineral,destello,8
verdot,fresco,8
salmón,salud,8
postgusto,toque,8
rosa,afrutado,8
beber,golosina,8
copa,boca,8
destello,fondo,8
uva,largo,8
uva,variedad,8
fina,tempranillo,8
fina,brillante,8
fina,paladar,8
fruta,tomar,8
roble,tempranillo,8
tiempo,fruta,8
uva,frambuesa,8
crianza,aroma,8
inoxidable,herbáceo,8
inoxidable,rosa,8
copa,variedad,8
gustar,fácil,8
caramelo,brillante,8
caramelo,golosina,8
blanca,sangrado,8
blanca,tinto,8
gustar,probar,8
grosella,golosina,8
grosella,final,8
grosella,ligero,8
pequeña,variedad,8
suave,corto,8
suave,ribete,8
acidez,sangrado,8
syrah,tempranillo,8
marcada,seco,8
marcada,rosa,8
marcada,brillante,8
marcada,suave,8
merlot,correcto,8
merlot,largo,8
punto,rosa,8
alcohol,rosado,8
crianza,inoxidable,8
crianza,herbáceo,8
boca,último,8
flor,largo,8
fruta,mismo,8
blanca,poder,8
rosa,sutil,8
postgusto,frambuesa,8
rcp,untuoso,8
rcp,anaranjado,8
pálido,fácil,8
suave,madura,8
acidez,potente,8
anaranjado,lágrima,8
anaranjado,salud,8
vez,boca,8
añada,fresco,8
boca,viura,8
amargo,limpio,8
fina,limpio,8
aroma,naranja,8
toque,frutal,8
toque,aromático,8
añada,nueva,8
nueva,nota,8
goloso,brillante,8
goloso,volúmen,8
amargo,cítrico,8
grosella,rosa,8
color,casa,8
cata,rosa,8
cata,tempranillo,8
roble,fresco,8
crianza,elaborado,8
gusto,tempranillo,8
fruta,azúcar,8
syrah,floral,8
rcp,afrutado,8
rojo,paso,8
tomar,boca,8
rcp,alta,8
rcp,sabroso,8
fruta,paso,8
pálido,punto,8
pálido,ácido,8
pálido,salmón,8
aroma,correcto,8
goloso,intenso,8
sabroso,golosina,8
sabroso,final,8
alcohol,fresa,8
melocotón,fresa,8
naranja,fresco,8
cebolla,baja,8
glicérico,cuerpo,8
capa,fresco,8
capa,baja,8
probar,boca,8
color,fermentación,8
paladar,anaranjado,8
especiado,brillante,8
goloso,suave,8
goloso,largo,8
rosado,monastrell,8
rosado,capa,8
cata,etiqueta,8
suave,baja,8
aromático,nariz,8
rcp,gustar,8
blanca,mismo,8
blanca,sabor,8
flor,sabroso,8
rojo,producción,8
acidez,cabernet,8
inoxidable,boca,8
cebolla,pálido,8
blanca,menos,8
blanca,barrica,8
rcp,herbáceo,8
rojo,viura,8
rosa,sangrado,8
fresa,gustar,8
especiado,nariz,8
recordar,suave,8
rojo,dulzor,8
blanca,cereza,8
tinto,frambuesa,8
blanca,sabroso,8
seco,madura,8
probar,nota,8
capa,nariz,8
toque,sangrado,8
cabernet,fresa,8
melocotón,final,8
equilibrado,floral,8
aroma,frescor,8
pálido,recordar,8
acidez,variedad,8
aromático,largo,8
equilibrado,brillante,8
dulce,intenso,8
color,viñedo,8
nariz,tomar,8
nariz,copa,8
nariz,primer,8
dulce,limpio,8
limpio,golosina,8
limpio,uva,8
limpio,sedoso,8
nariz,nueva,8
glicérico,frambuesa,8
tempranillo,herbáceo,8
flor,madura,8
flor,uva,8
recordar,cítrico,8
mineral,uva,8
mineral,fina,8
seco,largo,8
recordar,intenso,8
fresa,nueva,8
aromático,aroma,8
aromático,rosa,8
aromático,fresco,8
monovarietal,ligero,8
monovarietal,brillante,8
floral,frescor,8
floral,grosella,8
flor,cereza,8
joven,frutal,8
bodega,creer,8
bodega,leve,8
cebolla,salud,8
elegante,largo,8
acidez,estilo,8
acidez,primer,8
fresa,finca,8
acidez,excelente,8
acidez,precio,8
frambuesa,bastante,8
frambuesa,ácido,8
dulce,pálido,8
